id,tail,head
18341,10463,10464
18342,10464,10465
18343,10464,23710
18344,10465,10466
18345,10465,23738
18346,10466,10467
18347,10466,23747
18348,10467,23713
18349,10467,10468
18350,10468,23763
18351,10468,10469
18352,10469,10470
18353,10469,23718
18354,10470,23702
18355,10470,10471
18356,10471,10472
18357,10471,10981
18358,10472,23706
18359,10472,10473
18360,10473,23784
18361,10473,10474
18362,10474,23715
18363,10474,10475
18364,10475,23707
18365,10475,10476
18366,10476,10477
18367,10476,23703
18368,10477,23716
18369,10478,10479
18370,10478,14679
18371,10478,10486
18372,10479,11149
18373,10479,10481
18374,10480,10481
18375,10481,10482
18376,10482,10483
18377,10482,10484
18378,10482,10485
18379,10488,10490
18380,10488,10489
18381,10488,11149
18382,10489,13982
18383,10489,11150
18384,10491,10492
18385,10492,13983
18386,10492,13984
18387,20221,10493
18388,10493,10494
18389,10494,19828
18390,10494,10501
18391,10495,19680
18392,10495,10496
18393,19431,10496
18394,10496,10497
18395,10497,19677
18396,10691,10497
18397,10497,11357
18398,10500,10501
18399,10502,10503
18400,10502,10588
18401,10502,13432
18402,10503,10504
18403,10503,25403
18404,10504,10505
18405,10504,25433
18406,10505,25402
18407,10505,10506
18408,10506,25439
18409,10506,10507
18410,10507,25439
18411,10507,10508
18412,10508,10509
18413,10508,25444
18414,10509,25431
18415,10509,10510
18416,10510,25432
18417,10510,10511
18418,10511,25409
18419,10511,10512
18420,10511,25415
18421,10512,10513
18422,10512,25420
18423,10513,10514
18424,10513,25440
18425,10514,10515
18426,10514,22641
18427,10515,25427
18428,10515,10516
18429,10516,21285
18430,10516,10517
18431,10517,21276
18432,21205,10517
18433,10518,21639
18434,10518,10519
18435,20622,10518
18436,10518,20623
18437,10519,22295
18438,10519,10520
18439,10519,22294
18440,10520,22304
18441,10520,10521
18442,10521,22301
18443,10521,10522
18444,10522,10523
18445,10522,22297
18446,10523,22295
18447,10523,10524
18448,10524,10525
18449,10524,22300
18450,10525,22299
18451,10525,10526
18452,10526,22298
18453,10526,10527
18454,10527,10528
18455,10527,22313
18456,10528,10529
18457,10528,22307
18458,10529,10530
18459,10529,22306
18460,10530,10531
18461,10530,25328
18462,10531,10532
18463,10532,19588
18464,10533,10643
18465,10533,10534
18466,10533,10558
18467,10534,10535
18468,10534,24583
18469,10535,10536
18470,10535,24584
18471,10536,10537
18472,10536,10630
18473,10537,10550
18474,10537,10538
18475,10538,10539
18476,10538,24731
18477,10539,24542
18478,10539,10540
18479,10540,24592
18480,10540,10541
18481,10541,21651
18482,10541,10542
18483,10542,24924
18484,10542,10543
18485,10543,24630
18486,10543,10544
18487,10544,20738
18488,10544,20739
18489,10545,24633
18490,10545,18644
18491,10545,10546
18492,10545,24634
18493,10546,10547
18494,10546,10551
18495,10547,10548
18496,10547,24677
18497,10548,10549
18498,10548,24595
18499,10549,10555
18500,10549,10556
18501,10550,10557
18502,10550,10558
18503,10551,10552
18504,10551,18643
18505,10552,10553
18506,10552,24595
18507,10553,18638
18508,10553,18642
18509,10554,10555
18510,10555,10564
18511,10556,10557
18512,10556,18650
18513,10557,10558
18514,10559,10560
18515,10560,10570
18516,10560,10561
18517,10561,10562
18518,10561,24695
18519,21648,10562
18520,10562,10563
18521,10562,21649
18522,10563,20646
18523,20645,10563
18524,10564,18650
18525,10564,10565
18526,10565,10566
18527,10565,24617
18528,10566,18645
18529,10566,10567
18530,10567,10568
18531,10567,24566
18532,10568,24740
18533,10568,10569
18534,10569,27911
18535,10569,10570
18536,10570,18646
18537,10570,18647
18538,10571,25047
18539,10571,10572
18540,10571,10587
18541,10571,24719
18542,10572,10573
18543,10572,25047
18544,10573,10574
18545,10573,24967
18546,10574,10575
18547,10574,25040
18548,10575,10576
18549,10575,25045
18550,10576,10577
18551,10576,24533
18552,10577,10578
18553,10577,24532
18554,10578,25015
18555,10578,24708
18556,10579,10580
18557,10579,27922
18558,20757,10579
18559,10580,10581
18560,10580,20641
18561,20640,10580
18562,10581,10582
18563,10581,24803
18564,10582,24801
18565,10582,10583
18566,10583,24722
18567,10583,10584
18568,10584,10585
18569,10584,24999
18570,10585,10586
18571,10585,24721
18572,10586,10587
18573,10586,24963
18574,10587,25021
18575,21638,10588
18576,10588,21639
18577,10588,10589
18578,20627,10589
18579,10589,20628
18580,10590,10591
18581,10590,20638
18582,20637,10590
18583,10591,10592
18584,10591,24787
18585,20751,10591
18586,10592,24581
18587,10592,10593
18588,10592,24788
18589,10593,24551
18590,10593,10594
18591,10594,20758
18592,10594,10595
18593,10595,10596
18594,10595,24784
18595,10596,24785
18596,10596,20752
18597,10596,10597
18598,10597,10598
18599,10597,10647
18600,10598,24799
18601,10598,10599
18602,10599,10600
18603,10599,24796
18604,10600,24794
18605,10600,10601
18606,10601,10602
18607,10601,24855
18608,10602,24664
18609,10602,10603
18610,10603,10604
18611,10603,24786
18612,10604,10605
18613,10604,24541
18614,10605,10606
18615,10605,20777
18616,10606,24563
18617,10606,10607
18618,10607,20860
18619,10607,10608
18620,10608,10609
18621,10608,10609
18622,10609,10610
18623,10610,24680
18624,10610,10611
18625,10611,24600
18626,10611,10612
18627,10612,10613
18628,10612,24548
18629,10613,10614
18630,10613,10622
18631,10614,10615
18632,10614,24536
18633,10615,13412
18634,10615,13411
18635,10616,10617
18636,10616,26108
18637,10617,26115
18638,10617,10618
18639,10618,10619
18640,10618,26115
18641,10619,26118
18642,10619,10620
18643,10620,10621
18644,10620,18357
18645,10621,10629
18646,10621,13405
18647,10622,13410
18648,10622,10623
18649,10623,10624
18650,10623,13408
18651,10624,24639
18652,10624,10625
18653,10625,10626
18654,10626,24543
18655,10626,10627
18656,10627,10628
18657,10627,13405
18658,10628,13406
18659,10628,13407
18660,10629,13404
18661,10630,24584
18662,10630,10631
18663,10631,24837
18664,10631,20772
18665,10631,10632
18666,10632,10633
18667,10632,24885
18668,10632,24746
18669,10633,20780
18670,10633,10634
18671,10634,10635
18672,10634,20767
18673,10635,20776
18674,10635,20866
18675,10635,20780
18676,10636,20861
18677,10636,20770
18678,10636,10637
18679,10637,10638
18680,10637,20769
18681,10638,24544
18682,10638,10639
18683,10639,10640
18684,10639,20768
18685,10640,10641
18686,10640,24660
18687,10641,10642
18688,10641,20766
18689,10642,24660
18690,10642,10643
18691,10643,20864
18692,10644,20734
18693,10644,10645
18694,10644,20733
18695,10645,10646
18696,10645,20731
18697,10646,10647
18698,10646,20743
18699,10647,24856
18700,10647,20753
18701,10648,10649
18702,10648,10655
18703,10649,10655
18704,11741,10650
18705,10651,10652
18706,10651,10656
18707,10651,10657
18708,10656,10652
18709,10653,10654
18710,10655,10654
18711,10661,14311
18712,10661,10662
18713,10662,10663
18714,10662,14310
18715,10663,20968
18716,10673,10664
18717,10664,10669
18718,10666,10667
18719,10667,10668
18720,10667,27124
18721,10670,10671
18722,10671,10672
18723,14650,10674
18724,10674,14651
18725,10675,10682
18726,10675,10943
18727,10675,10676
18728,10676,10933
18729,10677,10678
18730,10677,10929
18731,10678,10928
18732,10678,10679
18733,10679,10927
18734,11176,10680
18735,10680,10681
18736,10681,11190
18737,10682,10683
18738,10683,11225
18739,10684,10685
18740,10684,11345
18741,10685,11346
18742,10685,10686
18743,10686,11344
18744,10686,10687
18745,10687,11344
18746,10687,10688
18747,10687,11343
18748,10688,11347
18749,10688,10689
18750,10689,10952
18751,10689,10690
18752,11361,10690
18753,10691,19881
18754,19451,10691
18755,19677,10691
18756,11827,10692
18757,10693,10694
18758,10693,11821
18759,10693,10695
18760,10694,11821
18761,10694,10695
18762,10695,11820
18763,10696,19146
18764,10696,10697
18765,10697,10698
18766,10697,23361
18767,10698,23266
18768,10698,10699
18769,10699,10700
18770,10699,10704
18771,20164,10700
18772,10700,19676
18773,10701,10702
18774,10701,20163
18775,19146,10701
18776,10702,10703
18777,10702,10704
18778,10704,20163
18779,10705,10706
18780,10705,19969
18781,10706,11815
18782,10706,10707
18783,10707,10708
18784,10707,11813
18785,10708,11814
18786,10709,11317
18787,10709,11318
18788,10709,10710
18789,10710,10711
18790,10710,12045
18791,10711,11396
18792,10711,10712
18793,10712,11398
18794,10712,10713
18795,10713,10714
18796,10713,11385
18797,10714,10715
18798,10714,11380
18799,10715,11384
18800,10715,10716
18801,10716,10717
18802,10716,11381
18803,10717,20956
18804,10717,11242
18805,10718,11170
18806,10718,11171
18807,10718,10719
18808,10719,11197
18809,10719,10720
18810,10720,11199
18811,10720,10721
18812,10721,10722
18813,10721,11200
18814,10722,10723
18815,10722,11200
18816,10723,10724
18817,10723,10724
18818,10724,11205
18819,10725,11169
18820,10725,11170
18821,10725,10726
18822,10726,12116
18823,10726,10727
18824,10726,12115
18825,10727,12113
18826,10727,12114
18827,10727,10728
18828,10728,12111
18829,10728,12112
18830,10728,10729
18831,10729,10730
18832,10729,12102
18833,10729,12103
18834,10730,12100
18835,10730,10731
18836,10730,12101
18837,10731,10732
18838,10731,11203
18839,10731,11204
18840,10732,10733
18841,10732,12104
18842,10732,12105
18843,10733,11201
18844,10733,11202
18845,10733,10734
18846,10734,11183
18847,10734,10735
18848,10735,27180
18849,10735,10736
18850,10736,27182
18851,10736,10737
18852,10737,10738
18853,10737,27181
18854,10738,10739
18855,10738,27183
18856,10739,11212
18857,10740,10741
18858,10740,10759
18859,10741,10759
18860,10754,10741
18861,10741,10742
18862,10742,10753
18863,10748,10742
18864,10742,10743
18865,10743,10752
18866,10743,10749
18867,10744,10745
18868,10745,10751
18869,10746,10750
18870,10747,10748
18871,10748,10749
18872,10752,10753
18873,10753,10754
18874,10760,10763
18875,10762,10763
18876,10766,10767
18877,10766,26583
18878,10767,10768
18879,10767,27141
18880,10768,10769
18881,10768,19928
18882,10769,10770
18883,10769,19931
18884,10770,19932
18885,10771,10772
18886,10772,10773
18887,10772,19926
18888,10773,10774
18889,10773,19923
18890,10774,19907
18891,10774,10775
18892,10775,10776
18893,10775,19924
18894,10776,20887
18895,10777,10778
18896,10778,10800
18897,10781,10782
18898,10783,21602
18899,10784,10785
18900,10784,10786
18901,10784,10787
18902,10786,10789
18903,10787,22805
18904,10788,10789
18905,10788,11127
18906,10789,22805
18907,10790,10791
18908,10791,10793
18909,10791,10792
18910,10794,10797
18911,10794,10795
18912,10794,10796
18913,10795,20671
18914,10796,10797
18915,10796,10797
18916,10798,10799
18917,10801,10817
18918,10801,10802
18919,10802,28238
18920,10803,10818
18921,10803,10804
18922,10804,10805
18923,10804,23349
18924,10805,10806
18925,10805,28197
18926,10806,10807
18927,10806,20070
18928,10807,23348
18929,10808,27342
18930,10809,23108
18931,11528,10810
18932,10810,10811
18933,10810,17895
18934,10811,19453
18935,10811,10812
18936,14591,10811
18937,10812,17903
18938,10812,10813
18939,10813,10814
18940,10813,17910
18941,10814,10815
18942,10814,17911
18943,10815,17912
18944,10815,10816
18945,10816,19483
18946,10816,17912
18947,10818,28238
18948,10818,23338
18949,10819,20073
18950,10819,27411
18951,10819,10820
18952,10820,23339
18953,10820,10821
18954,10820,20061
18955,10821,23343
18956,10821,23352
18957,10821,10822
18958,10822,20070
18959,10822,20059
18960,10823,10824
18961,10823,10832
18962,10824,10825
18963,10824,27213
18964,10824,10831
18965,10825,10831
18966,10826,10833
18967,10827,10828
18968,10828,27221
18969,10828,10829
18970,10829,10830
18971,10829,27220
18972,10830,27218
18973,10831,10832
18974,10833,10834
18975,10833,27206
18976,10834,27205
18977,10834,10835
18978,10835,27207
18979,10835,10836
18980,10836,27208
18981,10836,10837
18982,10837,27208
18983,10837,10838
18984,10838,23430
18985,10838,10839
18986,10839,10840
18987,10839,27210
18988,10840,10841
18989,10841,10842
18990,10843,10844
18991,10843,23440
18992,10844,10845
18993,10844,23437
18994,10845,10846
18995,10845,23962
18996,10846,18833
18997,10847,10849
18998,10847,10848
18999,10848,10849
19000,10852,10855
19001,10852,10853
19002,10855,10853
19003,10854,11300
19004,27132,10856
19005,10856,27131
19006,10857,10858
19007,10859,18788
19008,10860,10863
19009,10860,10905
19010,10861,10862
19011,10861,24099
19012,10862,10863
19013,10862,24075
19014,10863,24092
19015,10864,19111
19016,10864,10865
19017,10865,10866
19018,10865,24372
19019,10866,10867
19020,10866,23852
19021,10867,23848
19022,10867,10868
19023,10868,28198
19024,10868,24376
19025,10869,23851
19026,10869,10870
19027,10869,23857
19028,10870,23843
19029,10870,10871
19030,10870,23842
19031,10871,23865
19032,10871,23856
19033,10872,10873
19034,10873,10874
19035,10873,18921
19036,10874,10875
19037,10874,23914
19038,10875,10876
19039,10875,27261
19040,10876,23917
19041,10876,10877
19042,10877,10878
19043,10877,23915
19044,10878,10904
19045,10879,23905
19046,10879,10880
19047,10880,27265
19048,10880,23897
19049,10881,10882
19050,10881,10899
19051,10881,23906
19052,10881,10891
19053,10882,10883
19054,10882,10892
19055,10883,10885
19056,10883,10888
19057,10884,10892
19058,10884,10885
19059,10884,10890
19060,10885,10887
19061,10886,23893
19062,10886,23926
19063,10886,23901
19064,10888,10903
19065,10888,10904
19066,10889,10890
19067,10891,10892
19068,10891,23902
19069,10893,18847
19070,10893,10894
19071,10894,18848
19072,10895,10896
19073,10895,18842
19074,10896,18843
19075,10897,23897
19076,10897,10898
19077,10898,10899
19078,10899,10900
19079,10900,10901
19080,10901,27266
19081,10901,10902
19082,10902,27260
19083,10902,10903
19084,10903,23917
19085,10904,23918
19086,10905,10906
19087,10905,24073
19088,10906,24078
19089,10907,28239
19090,10908,10909
19091,10908,18964
19092,10909,10910
19093,10909,18991
19094,10910,10911
19095,10910,18992
19096,10911,18957
19097,10911,19050
19098,10912,19005
19099,10912,19006
19100,10912,10913
19101,10913,10914
19102,10913,18963
19103,10914,19047
19104,10914,10915
19105,13700,10915
19106,10915,13701
19107,10916,10917
19108,10916,13644
19109,10916,10923
19110,10917,13643
19111,10918,10919
19112,10919,13690
19113,10919,21012
19114,10919,10920
19115,10920,11757
19116,10920,11758
19117,10920,10921
19118,10921,10922
19119,10921,11747
19120,10921,11748
19121,10922,10923
19122,10922,13646
19123,10922,13647
19124,10923,11754
19125,10929,12092
19126,10931,10955
19127,10931,10957
19128,10932,10961
19129,10932,10970
19130,10933,10943
19131,10936,11152
19132,10938,10939
19133,10938,10944
19134,10939,24153
19135,10939,10940
19136,10940,10941
19137,10940,10953
19138,10941,10942
19139,10941,27748
19140,10942,10943
19141,10942,12099
19142,10943,18160
19143,10944,24153
19144,10944,10945
19145,10945,10950
19146,10945,24154
19147,10946,10948
19148,10946,10949
19149,10946,10947
19150,10948,10949
19151,10948,10950
19152,10949,10951
19153,10950,10951
19154,10951,10954
19155,10953,12098
19156,10954,18160
19157,10954,12099
19158,10957,10967
19159,10957,10958
19160,10958,10959
19161,10958,10960
19162,10959,12086
19163,10959,10960
19164,10960,10961
19165,10961,10962
19166,10962,10963
19167,10962,12089
19168,10963,10964
19169,10963,10970
19170,10964,10971
19171,10964,10965
19172,10966,10967
19173,10967,10968
19174,10968,10969
19175,10968,12088
19176,10970,10971
19177,10971,12087
19178,10972,10973
19179,10972,17723
19180,10972,17725
19181,10973,17672
19182,10973,10974
19183,10974,17674
19184,10975,23942
19185,10975,10976
19186,10976,23692
19187,10976,10977
19188,10977,23693
19189,10977,10978
19190,10978,10979
19191,10978,23691
19192,10979,10980
19193,10979,23778
19194,10980,10981
19195,10980,23742
19196,10981,23702
19197,10982,10983
19198,10982,13607
19199,10983,10984
19200,10983,17352
19201,10984,10985
19202,10984,13530
19203,10985,17326
19204,10985,10986
19205,10986,17325
19206,10986,17358
19207,10986,17365
19208,10987,10988
19209,10988,17385
19210,10988,10989
19211,10989,10990
19212,10989,17384
19213,10990,23820
19214,10991,17411
19215,10991,10992
19216,10992,10993
